Date,Wind_proj
2019-11-01,26.006902846472933
2019-12-01,27.382452251355225
2020-01-01,28.525232658872664
2020-02-01,26.147923415987083
2020-03-01,29.212858345291497
2020-04-01,31.544000529974106
2020-05-01,28.027235383926303
2020-06-01,26.4736582677233
2020-07-01,22.614564030828284
2020-08-01,23.21787666178176
2020-09-01,22.395301859251884
2020-10-01,25.578346259249905
2020-11-01,27.309187435027727
2020-12-01,29.076505072887077
2021-01-01,29.901761571233365
2021-02-01,27.627576296614976
2021-03-01,30.66159222710019
2021-04-01,33.72068058232889
2021-05-01,30.11650085969841
2021-06-01,27.96388844888135
2021-07-01,25.262046285460226
2021-08-01,25.11625589974101
2021-09-01,24.481793006188187
2021-10-01,27.669448840224483
2021-11-01,29.508781077641252
2021-12-01,31.121497037849544
2022-01-01,32.07205652127746
2022-02-01,29.757175914168762
2022-03-01,32.80339326551042
2022-04-01,35.57521560544513
2022-05-01,32.00553189104927
2022-06-01,30.08931399546835
2022-07-01,26.930790822806987
2022-08-01,27.080615480275426
2022-09-01,26.371918858038182
2022-10-01,29.557754903284362
2022-11-01,31.35427381708868
2022-12-01,33.027999519079486
2023-01-01,33.92911126765383
2023-02-01,31.630290070538024
2023-03-01,34.671692431854076
2023-04-01,37.5568772247858
2023-05-01,33.97358051092643
2023-06-01,31.96407534607078
2023-07-01,28.98577007837685
2023-08-01,29.01893754475962
2023-09-01,28.33953543398823
2023-10-01,31.52608961403004
2023-11-01,33.339503750823745
2023-12-01,34.989153461862045
2024-01-01,35.909778540310825
2024-02-01,33.604619892840454
2024-03-01,36.64792237130019
2024-04-01,39.488371466079975
2024-05-01,35.91044678695382
2024-06-01,33.93775514376571
2024-07-01,30.888331321514666
2024-08-01,30.967534673234162
2024-09-01,30.27657220550332
2024-10-01,33.46284299134714
2024-11-01,35.269589844786594
2024-12-01,36.92874055227906
2025-01-01,37.841665176017095
2025-02-01,35.53900744713678
2025-03-01,38.581560091195925
2025-04-01,41.43966302669838
2025-05-01,37.85961840646357
2025-06-01,35.87239921425292
2025-07-01,32.851040576774764
2025-08-01,32.912077000943434
2025-09-01,32.22567654317086
2025-10-01,35.4120591635504
2025-11-01,37.2214370960442
2025-12-01,38.876838469446945
2026-01-01,39.792801887851695
2026-02-01,37.48915723308729
2026-03-01,40.53200578081226
2026-04-01,43.38314206316888
2026-05-01,39.803934025444676
2026-06-01,37.82244777241079
2026-07-01,34.79001390145466
2026-08-01,34.85821945584039
2026-09-01,34.170018713272775
2026-10-01,37.35635720090906
2026-11-01,39.16469684289946
2026-12-01,40.82157779859488
2027-01-01,41.73634203157834
2027-02-01,39.433086842790374
2027-03-01,42.47581861942645
2027-04-01,45.32970411974741
2027-05-01,41.75016594535375
2027-06-01,39.76641732916739
2027-07-01,36.73835402614389
2027-08-01,36.80373045997936
2027-09-01,36.116240155436415
2027-10-01,39.302596058972135
2027-11-01,41.111345436720065
2027-12-01,42.76764251172936
2028-01-01,43.682879973684294
2028-02-01,41.37947109174748
2028-03-01,44.422248949215856
2028-04-01,47.27504953842423
2028-05-01,43.69564164433064
2028-06-01,41.712785814004356
2028-07-01,38.682997774062954
2028-08-01,38.749490650597274
2028-09-01,38.0617199891973
2028-10-01,41.24806901997754
2028-11-01,43.056656705607075
2028-12-01,44.713184194738865
2029-01-01,45.62823490854338
2029-02-01,43.32488667781985
2029-03-01,46.36764635062347
2029-04-01,49.220875073263784
2029-05-01,45.641415767260646
2029-06-01,43.65820762099822
2029-07-01,40.62910020597372
2029-08-01,40.69515250591271
2029-09-01,40.0074924804367
2029-10-01,43.1938442233805
2029-11-01,45.00249571681951
2029-12-01,46.65893227869663
2030-01-01,47.57405668805612
2030-02-01,45.27068452282607
2030-03-01,48.313451371759456
2030-04-01,51.1665111420926
2030-05-01,47.58707212453248
2030-06-01,45.6040030110711
2030-07-01,42.57462700419779
2030-08-01,42.640853166831704
2030-09-01,41.95314948161503
2030-10-01,45.13950015427032
2030-11-01,46.948126467529924
2030-12-01,48.60459891160711
2031-01-01,49.51969423883212
2031-02-01,47.21633151876519
2031-03-01,50.25909553581582
2031-04-01,53.112221979013
2031-05-01,49.53277495511887
2031-06-01,47.54965097578915
2031-07-01,44.52038096206927
2031-08-01,44.58653851407564
2031-09-01,43.898852058099585
2031-10-01,47.08520315311786
2031-11-01,48.893839403114676
2031-12-01,50.55029768716596
2032-01-01,51.46540449093858
2032-02-01,49.16203804357081
2032-03-01,52.20480317815418
2032-04-01,55.05790331054879
2032-05-01,51.478459446157046
2032-06-01,49.495357118290045
2032-07-01,46.46604527698446
2032-08-01,46.53222990448402
2032-09-01,45.84453664941278
2032-10-01,49.03088757775591
2032-11-01,50.83951990646429
2032-12-01,52.49598377842081
2033-01-01,53.41108605325677
2033-02-01,51.10772107677641
2033-03-01,54.15048577035303
2033-04-01,57.003596285657416
2033-05-01,53.424151174445925
2033-06-01,51.44104030236278
2033-07-01,48.41174496728301
2033-08-01,48.47791891010649
2033-09-01,47.7902283381306
2033-10-01,50.97657933224798
2033-11-01,52.78521320839619
2033-12-01,54.441674875223626
2034-01-01,55.35677893729282
2034-02-01,53.053413380363
2034-03-01,56.096178247972055
2034-04-01,58.94928466591699
2034-05-01,55.369840046732186
2034-06-01,53.38673254641336
2034-07-01,50.35743069755839
2034-08-01,50.42360885682595
2034-09-01,49.73591722603261
2034-10-01,52.9222681941938
2034-11-01,54.73090145968302
2034-12-01,56.387363996710306
2035-01-01,57.302467353491956
2035-02-01,54.99910202562221
2035-03-01,58.04186682455365
2035-04-01,60.89497485942051
2035-05-01,57.3155300460695
2035-06-01,55.33242121516699
2035-07-01,52.303121936812865
2035-08-01,52.36929843216468
2035-09-01,51.68160721920756
2035-10-01,54.86795819761171
2035-11-01,56.676591704082455
2035-12-01,58.33305389770681
2036-01-01,59.24815753281281
2036-02-01,56.94479211455015
2036-03-01,59.98755694058352
2036-04-01,62.840664337372
2036-05-01,59.2612196006439
2036-06-01,57.27811129482345
2036-07-01,54.248811002084516
2036-08-01,54.31498815405967
2036-09-01,53.62729677621378
2036-10-01,56.813647750575804
2036-11-01,58.622281161949125
2036-12-01,60.27874349108899
2037-01-01,61.19384701636114
2037-02-01,58.89048163376981
2037-03-01,61.933246449108076
2037-04-01,64.78635409769846
2037-05-01,61.20690933073302
2037-06-01,59.22380081770187
2037-07-01,56.194500925264904
2037-08-01,56.26067781811984
2037-09-01,55.57298650534323
2037-10-01,58.75933748130038
2037-11-01,60.567970930201554
2037-12-01,62.22443320586356
2038-01-01,63.139536774478934
2038-02-01,60.83617137781079
2038-03-01,63.87893619736962
2038-04-01,66.7320437465926
2038-05-01,63.15259899155957
2038-06-01,61.16949056029902
2038-07-01,58.14019050989275
2038-08-01,58.206367505003094
2038-09-01,57.518676166548495
2038-10-01,60.70502714187617
2038-11-01,62.513660575967904
2038-12-01,64.17012287273363
2039-01-01,65.08522642424467
2039-02-01,62.78186103313159
2039-03-01,65.82462585102488
2039-04-01,68.67773343946075
2039-05-01,65.09828867971889
2039-06-01,63.115180216189586
2039-07-01,60.08588022812201
2039-08-01,60.15205718287978
2039-09-01,59.464365854558366
2039-10-01,62.65071683013445
2039-11-01,64.45935027007037
2039-12-01,66.11581255850804
2040-01-01,67.03091611676888
2040-02-01,64.72755072346364
2040-03-01,67.77031554201419
2040-04-01,70.62342311497567
2040-05-01,67.04397835709203
2040-06-01,65.06086990629679
2040-07-01,62.03156989362878
2040-08-01,62.0977468643107
2040-09-01,61.41005553199048
2040-10-01,64.59640650746853
2040-11-01,66.40503994509818
2040-12-01,68.0615022368223
2041-01-01,68.9766057924195
2041-02-01,66.67324039997935
2041-03-01,69.71600521827052
2041-04-01,72.56911279733858
2041-05-01,68.98966803872163
2041-06-01,67.00655958290122
2041-07-01,63.97725957994116
2041-08-01,64.04343654433902
2041-09-01,63.355745213596826
2041-10-01,66.54209618911356
2041-11-01,68.35072962765332
2041-12-01,70.00719191808052
2042-01-01,70.92229547472886
2042-02-01,68.61893008194731
2042-03-01,71.66169490034085
2042-04-01,74.51480247699908
2042-05-01,70.93535771867153
2042-06-01,68.95224926483418
2042-07-01,65.92294925804312
2042-08-01,65.98912622492081
2042-09-01,65.30143489355589
2042-10-01,68.48778586905736
2042-11-01,70.29641930723797
2042-12-01,71.95288159817697
2043-01-01,72.8679851544105
2043-02-01,70.56461976176368
2043-03-01,73.60738458011683
2043-04-01,76.46049215772605
2043-05-01,72.8810473992843
2043-06-01,70.89793894466438
2043-07-01,67.86863893938512
2043-08-01,67.93481590528421
2043-09-01,67.24712457416504
2043-10-01,70.43347554967254
2043-11-01,72.24210898799487
2043-12-01,73.89857127873191
2044-01-01,74.81367483512913
2044-02-01,72.51030944242915
2044-03-01,75.55307426079823
2044-04-01,78.40618183803215
2044-05-01,74.82673707963546
2044-06-01,72.84362862532436
2044-07-01,69.8143286194485
2044-08-01,69.88050558573377
2044-09-01,69.19281425451763
2044-10-01,72.37916523002275
2044-11-01,74.18779866828916
2044-12-01,75.84426095910591
2045-01-01,76.75936451543853
2045-02-01,74.45599912275952
2045-03-01,77.4987639411223
2045-04-01,80.35187151850434
2045-05-01,76.77242676008987
2045-06-01,74.78931830565689
2045-07-01,71.76001830001647
2045-08-01,71.82619526614934
2045-09-01,71.13850393497145
2045-10-01,74.32485491047751
2045-11-01,76.133488348766
2045-12-01,77.78995063955128
2046-01-01,78.7050541959094
2046-02-01,76.4016888032221
2046-03-01,79.44445362158737
2046-04-01,82.29756119891097
2046-05-01,78.71811644050352
2046-06-01,76.73500798611865
2046-07-01,73.70570798038531
2046-08-01,73.77188494657833
2046-09-01,73.08419361538533
2046-10-01,76.27054459089102
2046-11-01,78.07917802917079
2046-12-01,79.73564031996848
2047-01-01,80.65074387631654
2047-02-01,78.34737848363253
2047-03-01,81.39014330199682
2047-04-01,84.24325087934346
2047-05-01,80.66380612093324
2047-06-01,78.6806976665294
2047-07-01,75.65139766083274
2047-08-01,75.71757462700202
2047-09-01,75.029883295815
2047-10-01,78.21623427132083
2047-11-01,80.02486770960404
2047-12-01,81.68133000039683
2048-01-01,82.59643355674885
2048-02-01,80.29306816406354
2048-03-01,83.33583298242822
2048-04-01,86.18894055976577
2048-05-01,82.60949580135664
2048-06-01,80.62638734696027
2048-07-01,77.59708734124915
2048-08-01,77.6632643074278
2048-09-01,76.97557297623842
2048-10-01,80.1619239517442
2048-11-01,81.97055739002606
2048-12-01,83.6270196808208
2049-01-01,84.54212323717125
2049-02-01,82.23875784448646
2049-03-01,85.28152266285097
2049-04-01,88.13463024019212
2049-05-01,84.55518548178257
2049-06-01,82.57207702738324
2049-07-01,79.54277702167784
2049-08-01,79.60895398785279
2049-09-01,78.92126265666434
2049-10-01,82.10761363217014
2049-11-01,83.91624707045253
