Date,FSLR,PEGI,QCLN,^GSPC
2018-01-02,70.43000030517578,18.87184715270996,20.358816146850586,2695.81005859375
2018-01-03,69.80000305175781,18.65532684326172,20.447206497192383,2713.06005859375
2018-01-04,69.13999938964844,18.663986206054688,20.476669311523438,2723.989990234375
2018-01-05,69.16999816894531,18.5687198638916,20.604339599609375,2743.14990234375
2018-01-08,69.62000274658203,18.733272552490234,20.957895278930664,2747.7099609375
2018-01-09,70.0199966430664,18.577381134033203,20.525774002075195,2751.2900390625
2018-01-10,69.63999938964844,18.48210906982422,20.358816146850586,2748.22998046875
2018-01-11,76.2699966430664,18.54273796081543,20.87932586669922,2767.56005859375
2018-01-12,73.41000366210938,18.620683670043945,20.849864959716797,2786.239990234375
2018-01-16,71.22000122070312,18.317554473876953,20.722192764282227,2776.419921875
2018-01-17,72.0,18.300233840942383,21.026641845703125,2802.56005859375
2018-01-18,71.08999633789062,18.334877014160156,20.997177124023438,2798.030029296875
2018-01-19,70.02999877929688,18.516756057739258,21.16413688659668,2810.300048828125
2018-01-22,68.95999908447266,18.733272552490234,21.134672164916992,2832.969970703125
2018-01-23,68.4800033569336,18.958452224731445,21.07574462890625,2839.1298828125
2018-01-24,68.9800033569336,18.68996810913086,20.849864959716797,2837.5400390625
2018-01-25,70.44000244140625,18.750593185424805,20.584697723388672,2839.25
2018-01-26,70.55999755859375,18.55139923095703,20.8695068359375,2872.8701171875
2018-01-29,68.3499984741211,18.161659240722656,20.69272804260254,2853.530029296875
2018-01-30,67.08999633789062,17.86719512939453,20.447206497192383,2822.429931640625
2018-01-31,67.16999816894531,17.85853385925293,20.378459930419922,2823.81005859375
2018-02-01,67.55000305175781,17.728620529174805,20.240966796875,2821.97998046875
2018-02-02,66.44000244140625,17.667997360229492,19.789203643798828,2762.1298828125
2018-02-05,63.5,16.905851364135742,18.934782028198242,2648.93994140625
2018-02-06,63.47999954223633,16.490129470825195,19.10173797607422,2695.139892578125
2018-02-07,62.939998626708984,16.20432472229004,18.99370765686035,2681.659912109375
2018-02-08,60.689998626708984,15.944500923156738,18.37498664855957,2581.0
2018-02-09,61.220001220703125,16.23030662536621,18.532123565673828,2619.550048828125
2018-02-12,62.52000045776367,16.48147201538086,18.826749801635742,2656.0
2018-02-13,64.22000122070312,16.005126953125,18.983882904052734,2662.93994140625
2018-02-14,65.23999786376953,16.08307456970215,19.376720428466797,2698.6298828125
2018-02-15,65.81999969482422,16.55075454711914,19.749916076660156,2731.199951171875
2018-02-16,65.8499984741211,16.6979923248291,19.73027801513672,2732.219970703125
2018-02-20,66.58000183105469,16.308256149291992,19.848127365112305,2716.260009765625
2018-02-21,66.69999694824219,16.273611068725586,19.91687774658203,2701.330078125
2018-02-22,66.27999877929688,16.308256149291992,19.710636138916016,2703.9599609375
2018-02-23,61.790000915527344,16.377540588378906,19.543682098388672,2747.300048828125
2018-02-26,65.0999984741211,16.31691551208496,19.90705680847168,2779.60009765625
2018-02-27,63.47999954223633,16.50745391845703,19.720457077026367,2744.280029296875
2018-02-28,62.849998474121094,16.08307456970215,19.49457359313965,2713.830078125
2018-03-01,62.09000015258789,14.757976531982422,19.249048233032227,2677.669921875
2018-03-02,64.33000183105469,14.68002700805664,19.45528793334961,2691.25
2018-03-05,66.05000305175781,14.887887001037598,19.582963943481445,2720.93994140625
2018-03-06,67.44999694824219,14.766634941101074,19.88741111755371,2728.1201171875
2018-03-07,67.94999694824219,15.104406356811523,19.897233963012695,2726.800048828125
2018-03-08,67.69000244140625,15.32092571258545,19.95615577697754,2738.969970703125
2018-03-09,67.9000015258789,15.537446022033691,20.211502075195312,2786.570068359375
2018-03-12,70.05000305175781,15.909856796264648,20.427562713623047,2783.02001953125
2018-03-13,69.1500015258789,16.005126953125,20.231143951416016,2765.31005859375
2018-03-14,69.5199966430664,16.065753936767578,20.044546127319336,2749.47998046875
2018-03-15,68.73999786376953,15.840571403503418,19.96597671508789,2747.330078125
2018-03-16,69.87000274658203,15.76262378692627,20.152578353881836,2752.010009765625
2018-03-19,71.26000213623047,15.84922981262207,19.92669677734375,2712.919921875
2018-03-20,73.0,15.814591407775879,20.064189910888672,2716.93994140625
2018-03-21,73.87000274658203,15.76262378692627,20.221323013305664,2711.929931640625
2018-03-22,72.08999633789062,15.719322204589844,19.680912017822266,2643.68994140625
2018-03-23,70.6500015258789,15.563426971435547,19.415616989135742,2588.260009765625
2018-03-26,74.0199966430664,15.823249816894531,19.74968910217285,2658.550048828125
2018-03-27,71.51000213623047,15.598071098327637,19.28788185119629,2612.6201171875
2018-03-28,69.31999969482422,15.502288818359375,18.79659652709961,2605.0
2018-03-29,70.9800033569336,15.33378791809082,19.179798126220703,2640.8701171875
2018-04-02,69.38999938964844,15.183022499084473,18.649208068847656,2581.8798828125
2018-04-03,69.76000213623047,15.14754581451416,18.924331665039062,2614.449951171875
2018-04-04,70.19000244140625,15.40473747253418,19.189624786376953,2644.68994140625
2018-04-05,71.63999938964844,15.582106590270996,19.484394073486328,2662.840087890625
2018-04-06,69.69999694824219,15.218493461608887,19.0618896484375,2604.469970703125
2018-04-09,70.8499984741211,15.653055191040039,19.012760162353516,2613.159912109375
2018-04-10,70.79000091552734,15.688529968261719,19.405790328979492,2656.8701171875
2018-04-11,71.25,15.72400188446045,19.366485595703125,2642.18994140625
2018-04-12,71.2300033569336,15.582106590270996,19.47456932067871,2663.989990234375
2018-04-13,70.68000030517578,15.440210342407227,19.43526840209961,2656.300048828125
2018-04-16,70.12000274658203,15.599844932556152,19.405790328979492,2677.840087890625
2018-04-17,72.68000030517578,15.76834774017334,19.690736770629883,2706.389892578125
2018-04-18,77.58000183105469,15.794952392578125,19.92655372619629,2708.639892578125
2018-04-19,76.95999908447266,15.72400188446045,19.61212921142578,2693.1298828125
2018-04-20,75.51000213623047,15.874770164489746,19.454917907714844,2670.139892578125
2018-04-23,74.37000274658203,15.865900993347168,19.297704696655273,2670.2900390625
2018-04-24,74.06999969482422,15.848165512084961,19.12084197998047,2634.56005859375
2018-04-25,73.58000183105469,15.883637428283691,19.042238235473633,2639.39990234375
2018-04-26,75.08000183105469,16.167428970336914,19.199451446533203,2666.93994140625
2018-04-27,77.94999694824219,16.114221572875977,19.179798126220703,2669.909912109375
2018-04-30,70.91000366210938,16.123088836669922,18.826072692871094,2648.050048828125
2018-05-01,67.51000213623047,16.087615966796875,18.77694320678711,2654.800048828125
2018-05-02,68.0199966430664,16.1585636138916,19.0029354095459,2635.669921875
2018-05-03,65.9800033569336,15.839298248291016,18.84572410583496,2629.72998046875
2018-05-04,66.37000274658203,15.901376724243164,19.169973373413086,2663.419921875
2018-05-07,67.1500015258789,16.114221572875977,19.415616989135742,2672.6298828125
2018-05-08,67.26000213623047,15.945718765258789,19.405790328979492,2671.919921875
2018-05-09,69.43000030517578,15.865900993347168,19.592477798461914,2697.7900390625
2018-05-10,73.01000213623047,16.486703872680664,19.887250900268555,2723.070068359375
2018-05-11,72.77999877929688,16.194040298461914,19.788991928100586,2727.719970703125
2018-05-14,73.54000091552734,16.176301956176758,19.897075653076172,2730.1298828125
2018-05-15,73.44000244140625,16.149696350097656,19.877422332763672,2711.449951171875
2018-05-16,72.7699966430664,16.06987953186035,19.965856552124023,2722.4599609375
2018-05-17,71.38999938964844,15.475683212280273,19.995330810546875,2720.1298828125
2018-05-18,70.0,15.599844932556152,19.83812141418457,2712.969970703125
2018-05-21,70.91999816894531,15.653055191040039,20.05428695678711,2733.010009765625
2018-05-22,69.98999786376953,15.839298248291016,19.91672706604004,2724.43994140625
2018-05-23,68.41999816894531,16.034404754638672,19.76934242248535,2733.2900390625
2018-05-24,68.37000274658203,16.096485137939453,19.710384368896484,2727.760009765625
2018-05-25,68.25,16.318199157714844,19.808643341064453,2721.330078125
2018-05-29,69.20999908447266,16.442359924316406,19.887250900268555,2689.860107421875
2018-05-30,69.04000091552734,16.49557113647461,20.024808883666992,2724.010009765625
2018-05-31,67.61000061035156,16.477832794189453,19.798816680908203,2705.27001953125
2018-06-01,65.93000030517578,16.353673934936523,19.798816680908203,2734.6201171875
2018-06-04,61.7400016784668,16.415752410888672,19.77916717529297,2746.8701171875
2018-06-05,58.2400016784668,16.371410369873047,19.730037689208984,2748.800048828125
2018-06-06,55.529998779296875,16.087615966796875,19.847946166992188,2772.35009765625
2018-06-07,53.279998779296875,16.273855209350586,19.720212936401367,2770.3701171875
2018-06-08,52.66999816894531,16.194040298461914,19.621952056884766,2779.030029296875
2018-06-11,51.81999969482422,16.034404754638672,19.710384368896484,2782.0
2018-06-12,53.849998474121094,16.584259033203125,19.867595672607422,2786.85009765625
2018-06-13,52.689998626708984,16.655208587646484,19.91672706604004,2775.6298828125
2018-06-14,53.709999084472656,16.885787963867188,20.073936462402344,2782.489990234375
2018-06-15,51.060001373291016,17.16071319580078,19.798816680908203,2779.659912109375
2018-06-18,51.83000183105469,17.01881980895996,19.97568130493164,2773.75
2018-06-19,52.22999954223633,17.26713752746582,19.661258697509766,2762.590087890625
2018-06-20,51.66999816894531,16.974475860595703,19.808643341064453,2767.320068359375
2018-06-21,52.310001373291016,16.690677642822266,19.588909149169922,2749.760009765625
2018-06-22,52.650001525878906,16.885787963867188,19.61846923828125,2754.8798828125
2018-06-25,52.63999938964844,17.19618797302246,19.293302536010742,2717.070068359375
2018-06-26,51.90999984741211,17.03655433654785,19.421398162841797,2723.06005859375
2018-06-27,50.97999954223633,16.868053436279297,19.12579345703125,2699.6298828125
2018-06-28,52.130001068115234,16.833585739135742,19.155351638793945,2716.31005859375
2018-06-29,52.65999984741211,17.00591278076172,19.204620361328125,2718.3701171875
2018-07-02,53.04999923706055,16.869863510131836,19.204620361328125,2726.7099609375
2018-07-03,52.36000061035156,16.860795974731445,19.22432518005371,2713.219970703125
2018-07-05,53.29999923706055,17.18731117248535,19.48052215576172,2736.610107421875
2018-07-06,54.529998779296875,17.32335662841797,19.717004776000977,2759.820068359375
2018-07-09,54.83000183105469,17.205448150634766,19.854955673217773,2784.169921875
2018-07-10,55.220001220703125,17.278005599975586,20.002758026123047,2793.840087890625
2018-07-11,54.720001220703125,17.53196144104004,19.68744468688965,2774.02001953125
2018-07-12,54.70000076293945,16.91521453857422,19.815542221069336,2798.2900390625
2018-07-13,54.060001373291016,15.500322341918945,19.805686950683594,2801.31005859375
2018-07-16,54.0099983215332,16.289396286010742,19.657886505126953,2798.429931640625
2018-07-17,53.75,16.153350830078125,19.795833587646484,2809.550048828125
2018-07-18,54.0,16.135210037231445,19.914077758789062,2815.6201171875
2018-07-19,53.880001068115234,16.289396286010742,19.9534912109375,2804.489990234375
2018-07-20,53.47999954223633,15.863117218017578,19.7071533203125,2801.830078125
2018-07-23,52.619998931884766,16.1442813873291,19.529787063598633,2806.97998046875
2018-07-24,53.04999923706055,16.21683692932129,19.431249618530273,2820.39990234375
2018-07-25,54.040000915527344,16.334747314453125,19.588909149169922,2846.070068359375
2018-07-26,53.66999816894531,16.652189254760742,19.795833587646484,2837.43994140625
2018-07-27,51.650001525878906,16.70660972595215,19.569204330444336,2818.820068359375
2018-07-30,51.56999969482422,16.9333553314209,19.34256935119629,2802.60009765625
2018-07-31,52.349998474121094,16.8426570892334,19.66773796081543,2816.2900390625
2018-08-01,53.380001068115234,16.697538375854492,19.61846923828125,2813.360107421875
2018-08-02,53.59000015258789,16.70660972595215,20.071735382080078,2827.219970703125
2018-08-03,52.84000015258789,16.59777069091797,19.874664306640625,2840.35009765625
2018-08-06,53.56999969482422,16.751956939697266,20.012611389160156,2850.39990234375
2018-08-07,53.599998474121094,16.715679168701172,20.416606903076172,2858.449951171875
2018-08-08,54.459999084472656,16.407306671142578,20.25895118713379,2857.699951171875
2018-08-09,54.45000076293945,16.88800811767578,20.180124282836914,2853.580078125
2018-08-10,52.790000915527344,17.0240535736084,19.992908477783203,2833.280029296875
2018-08-13,52.470001220703125,17.014982223510742,20.002758026123047,2821.929931640625
2018-08-14,52.0099983215332,17.395917892456055,20.042173385620117,2839.9599609375
2018-08-15,50.70000076293945,17.66800880432129,19.68744468688965,2818.3701171875
2018-08-16,50.86000061035156,18.058012008666992,19.815542221069336,2840.68994140625
2018-08-17,51.0,18.212196350097656,19.59876251220703,2850.1298828125
2018-08-20,52.31999969482422,18.7473201751709,19.736713409423828,2857.050048828125
2018-08-21,52.93000030517578,18.647550582885742,20.091442108154297,2862.9599609375
2018-08-22,52.54999923706055,18.239410400390625,20.0224666595459,2861.820068359375
2018-08-23,51.56999969482422,18.112430572509766,19.845102310180664,2856.97998046875
2018-08-24,52.08000183105469,18.266618728637695,20.101295471191406,2874.68994140625
2018-08-27,52.61000061035156,18.493362426757812,20.278661727905273,2896.739990234375
2018-08-28,51.939998626708984,18.429874420166016,20.111148834228516,2897.52001953125
2018-08-29,53.06999969482422,18.529644012451172,20.20968246459961,2914.0400390625
2018-08-30,52.15999984741211,18.565921783447266,19.983055114746094,2901.1298828125
2018-08-31,52.08000183105469,18.484294891357422,20.199832916259766,2901.52001953125
2018-09-04,51.310001373291016,18.27568817138672,20.091442108154297,2896.719970703125
2018-09-05,51.2599983215332,18.28475570678711,20.002758026123047,2888.60009765625
2018-09-06,50.150001525878906,18.28475570678711,19.785980224609375,2878.050048828125
2018-09-07,48.5099983215332,17.77684783935547,19.51993179321289,2871.679931640625
2018-09-10,48.15999984741211,17.813125610351562,19.59876251220703,2877.1298828125
2018-09-11,48.45000076293945,18.239410400390625,19.805686950683594,2887.889892578125
2018-09-12,48.900001525878906,18.375459671020508,19.815542221069336,2888.919921875
2018-09-13,48.40999984741211,18.57499122619629,19.93378257751465,2904.179931640625
2018-09-14,48.209999084472656,18.130571365356445,20.014713287353516,2904.97998046875
2018-09-17,47.75,18.54778289794922,19.876543045043945,2888.800048828125
2018-09-18,49.54999923706055,18.801738739013672,19.8568058013916,2904.31005859375
2018-09-19,49.599998474121094,18.54778289794922,19.975234985351562,2907.949951171875
2018-09-20,50.290000915527344,18.57499122619629,20.221965789794922,2930.75
2018-09-21,49.97999954223633,18.665691375732422,20.202224731445312,2929.669921875
2018-09-24,50.22999954223633,18.39359474182129,20.1134033203125,2919.3701171875
2018-09-25,49.650001525878906,17.949174880981445,19.77785301208496,2915.56005859375
2018-09-26,48.54999923706055,17.785917282104492,19.649551391601562,2905.969970703125
2018-09-27,48.52000045776367,18.21415901184082,19.639680862426758,2914.0
2018-09-28,48.41999816894531,18.41808319091797,19.442298889160156,2913.97998046875
2018-10-01,48.97999954223633,18.241968154907227,19.5903377532959,2924.590087890625
2018-10-02,49.22999954223633,18.57566261291504,19.738374710083008,2923.429931640625
2018-10-03,48.29999923706055,18.75177764892578,19.540987014770508,2925.510009765625
2018-10-04,47.650001525878906,17.713619232177734,19.106748580932617,2901.610107421875
2018-10-05,46.970001220703125,17.518962860107422,18.711977005004883,2885.570068359375
2018-10-08,47.27000045776367,17.518962860107422,18.60342025756836,2884.429931640625
2018-10-09,47.130001068115234,16.79595947265625,18.484987258911133,2880.340087890625
2018-10-10,46.36000061035156,16.313953399658203,17.981657028198242,2785.679931640625
2018-10-11,45.369998931884766,16.480802536010742,17.93231201171875,2728.3701171875
2018-10-12,45.529998779296875,16.97207260131836,17.9027042388916,2767.1298828125
2018-10-15,46.119998931884766,17.129650115966797,18.2283878326416,2750.7900390625
2018-10-16,47.61000061035156,17.49115562438965,18.702112197875977,2809.919921875
2018-10-17,47.220001220703125,17.370655059814453,18.544200897216797,2809.2099609375
2018-10-18,46.709999084472656,17.49115562438965,18.248126983642578,2768.780029296875
2018-10-19,46.59000015258789,17.546770095825195,18.119827270507812,2767.780029296875
2018-10-22,45.349998474121094,17.556039810180664,18.050743103027344,2755.8798828125
2018-10-23,44.189998626708984,16.443723678588867,18.119827270507812,2740.68994140625
2018-10-24,42.43000030517578,16.388111114501953,17.379640579223633,2656.10009765625
2018-10-25,43.52000045776367,16.59203338623047,17.74479866027832,2705.570068359375
2018-10-26,39.380001068115234,16.03587532043457,17.58689308166504,2658.68994140625
2018-10-29,36.91999816894531,16.230531692504883,17.606632232666016,2641.25
2018-10-30,39.779998779296875,16.69399642944336,18.17904281616211,2682.6298828125
2018-10-31,41.79999923706055,16.610570907592773,18.465248107910156,2711.739990234375
2018-11-01,41.459999084472656,16.97207260131836,19.16596031188965,2740.3701171875
2018-11-02,43.0,17.23161506652832,19.008054733276367,2723.06005859375
2018-11-05,43.93000030517578,18.21415901184082,18.998186111450195,2738.31005859375
2018-11-06,42.83000183105469,18.733240127563477,18.899492263793945,2755.449951171875
2018-11-07,44.16999816894531,19.335742950439453,19.323869705200195,2813.889892578125
2018-11-08,42.66999816894531,19.085474014282227,19.11661720275879,2806.830078125
2018-11-09,42.220001220703125,19.04839515686035,18.998186111450195,2781.010009765625
2018-11-12,42.709999084472656,18.631277084350586,18.386295318603516,2726.219970703125
2018-11-13,42.45000076293945,18.974239349365234,18.475116729736328,2722.179931640625
2018-11-14,42.540000915527344,17.88046646118164,18.346817016601562,2701.580078125
2018-11-15,44.08000183105469,18.121463775634766,18.810670852661133,2730.199951171875
2018-11-16,44.369998931884766,18.742509841918945,18.929100036621094,2736.27001953125
2018-11-19,43.939998626708984,18.798126220703125,18.63302230834961,2690.72998046875
2018-11-20,42.04999923706055,18.538583755493164,18.28760528564453,2641.889892578125
2018-11-21,42.599998474121094,18.742509841918945,18.514596939086914,2649.929931640625
2018-11-23,43.34000015258789,18.86301040649414,18.524463653564453,2632.56005859375
2018-11-26,43.43000030517578,19.437705993652344,18.790935516357422,2673.449951171875
